OID_,Join_Count,TARGET_FID,Year,Quarter,EIN,Address,City,State,Zip,County,naics,GEOID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,NAME,NAMELSAD,INTPTLAT,INTPTLON
474,1,474,2019.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
475,1,475,2019.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
476,1,476,2019.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
477,1,477,2019.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
478,1,478,2019.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
479,1,479,2019.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
480,1,480,2019.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
481,1,481,2019.000000000000000,4.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
482,1,482,2019.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
483,1,483,2020.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
484,1,484,2019.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
485,1,485,2019.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
486,1,486,2019.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
487,1,487,2020.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
488,1,488,2020.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
489,1,489,2020.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
490,1,490,2020.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
491,1,491,2020.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
492,1,492,2020.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
493,1,493,2020.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
494,1,494,2020.000000000000000,1.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
495,1,495,2020.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
496,1,496,2020.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
497,1,497,2020.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
498,1,498,2020.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
499,1,499,2020.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
500,1,500,2020.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
501,1,501,2020.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
502,1,502,2020.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
503,1,503,2020.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
504,1,504,2020.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
505,1,505,2020.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
506,1,506,2020.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
507,1,507,2020.000000000000000,2.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
508,1,508,2020.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
509,1,509,2020.000000000000000,3.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
510,1,510,2020.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
511,1,511,2020.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
512,1,512,2020.000000000000000,3.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
513,1,513,2020.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
514,1,514,2020.000000000000000,3.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
515,1,515,2020.000000000000000,3.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
516,1,516,2020.000000000000000,3.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
517,1,517,2020.000000000000000,3.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
518,1,518,2020.000000000000000,3.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
519,1,519,2020.000000000000000,3.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
520,1,520,2020.000000000000000,3.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
521,1,521,2020.000000000000000,3.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
522,1,522,2020.000000000000000,4.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
523,1,523,2020.000000000000000,3.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
524,1,524,2020.000000000000000,3.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
525,1,525,2020.000000000000000,3.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
526,1,526,2020.000000000000000,4.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,45217,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
527,1,527,2020.000000000000000,4.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
528,1,528,2020.000000000000000,4.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
529,1,529,2020.000000000000000,4.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
530,1,530,2020.000000000000000,4.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
531,1,531,2020.000000000000000,4.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
532,1,532,2020.000000000000000,4.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
533,1,533,2020.000000000000000,4.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
534,1,534,2020.000000000000000,4.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
535,1,535,2020.000000000000000,4.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
536,1,536,2020.000000000000000,4.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
537,1,537,2020.000000000000000,4.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
538,1,538,2021.000000000000000,1.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
539,1,539,2021.000000000000000,1.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
540,1,540,2021.000000000000000,1.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
541,1,541,2021.000000000000000,1.000000000000000,310411980,8611 BECKETT RD,WEST CHESTER,OH,,17.000000000000000,551114.000000000000000,3901783150,39,017,83150,01085822,West Chester,West Chester township,+39.3381939,-084.4171035
542,1,542,2021.000000000000000,1.000000000000000,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
543,1,543,2021.000000000000000,1.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
544,1,544,2021.000000000000000,1.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
545,1,545,2021.000000000000000,1.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
546,1,546,2021.000000000000000,1.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
547,1,547,2021.000000000000000,1.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
548,1,548,2021.000000000000000,1.000000000000000,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
549,1,549,2021.000000000000000,1.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
550,1,550,2021.000000000000000,1.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
551,1,551,2021.000000000000000,2.000000000000000,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,,61.000000000000000,325611.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
552,1,552,2021.000000000000000,2.000000000000000,310411980,5348 VINE ST,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906169470,39,061,69470,01086226,St. Bernard,St. Bernard village,+39.1717286,-084.4940878
553,1,553,2021.000000000000000,2.000000000000000,310411980,8700 MASON MONTGOMERY RD,MASON,OH,,165.000000000000000,551114.000000000000000,3916521238,39,165,21238,01087112,Deerfield,Deerfield township,+39.3263007,-084.3008327
554,1,554,2021.000000000000000,2.000000000000000,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
555,1,555,2021.000000000000000,2.000000000000000,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,,61.000000000000000,551114.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
556,1,556,2021.000000000000000,2.000000000000000,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
557,1,557,2021.000000000000000,2.000000000000000,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
558,1,558,2021.000000000000000,2.000000000000000,316000989,2624 CLIFTON AVE,CINCINNATI,OH,,61.000000000000000,611310.000000000000000,3906115000,39,061,15000,01086201,Cincinnati,Cincinnati city,+39.1401830,-084.5058289
559,1,559,2021.000000000000000,2.000000000000000,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,,61.000000000000000,551114.000000000000000,3906116616,39,061,16616,01086202,Colerain,Colerain township,+39.2547895,-084.6241360
560,1,560,2021.000000000000000,2.000000000000000,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,,61.000000000000000,611310.000000000000000,3906107300,39,061,07300,01086199,Blue Ash,Blue Ash city,+39.2460550,-084.3868450
561,0,561,2021.000000000000000,2.000000000000000,310411980,8611 BECKETT RD,WEST CHEST,OH,,17.000000000000000,551114.000000000000000,,,,,,,,,
562,1,562,2021.000000000000000,2.000000000000000,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,,25.000000000000000,611310.000000000000000,3902504157,39,025,04157,01085861,Batavia,Batavia township,+39.0633234,-084.1682386
563,1,563,2021.000000000000000,2.000000000000000,316000989,2180 GALBRAITH RD,CINCINNATI,OH,,61.000000000000000,611310.000000000000000,3906165732,39,061,65732,01086225,Reading,Reading city,+39.2242280,-084.4333429
