OID_,Year,Quarter,EIN,Address,City,State,Zip,County,naics,OBJECTID,Join_Count,TARGET_FID,STATEFP,COUNTYFP,COUSUBFP,COUSUBNS,GEOID,NAME,NAMELSAD,LSAD,CLASSFP,MTFCC,CNECTAFP,NECTAFP,NCTADVFP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
427,2018,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,427,1,427,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
428,2018,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,428,1,428,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
429,2018,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,429,1,429,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
430,2018,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,430,1,430,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
431,2019,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,431,1,431,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
432,2018,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,432,1,432,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
433,2018,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,433,1,433,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
434,2019,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,434,1,434,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
435,2019,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,435,1,435,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
436,2018,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,436,1,436,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
437,2019,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,437,1,437,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
438,2019,1,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17,551114,438,1,438,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
439,2019,1,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61,551114,439,1,439,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
440,2019,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,440,1,440,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
441,2019,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,441,1,441,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
442,2019,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,442,1,442,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
443,2019,1,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61,551114,443,1,443,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
444,2019,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,444,1,444,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
445,2019,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,445,1,445,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
446,2019,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,446,1,446,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
447,2019,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,447,1,447,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
448,2019,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,448,1,448,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
449,2019,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,449,1,449,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
450,2019,2,310411980,8611 BECKETT RD,WEST CHEST,OH,45069,17,551114,450,1,450,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
451,2019,2,310411980,700 WILMER AVE HANGER #5,CINCINNATI,OH,45226,61,551114,451,1,451,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
452,2019,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,452,1,452,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
453,2019,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,453,1,453,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
454,2019,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,454,1,454,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
455,2019,2,310411980,11810 EAST MIAMI RIVER R,CINCINNATI,OH,45252,61,551114,455,1,455,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
456,2019,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,456,1,456,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
457,2019,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,457,1,457,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
458,2019,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,458,1,458,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
459,2019,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,459,1,459,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
460,2019,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,460,1,460,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
461,2019,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,461,1,461,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
462,2019,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,462,1,462,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
463,2019,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,463,1,463,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
464,2019,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,464,1,464,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
465,2019,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,465,1,465,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
466,2019,3,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,466,1,466,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
467,2019,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,467,1,467,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
468,2019,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,468,1,468,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
469,2019,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,469,1,469,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
470,2019,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,470,1,470,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
471,2019,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,471,1,471,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
472,2019,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,472,1,472,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
473,2019,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,473,1,473,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
474,2019,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,474,1,474,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
475,2019,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,475,1,475,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
476,2019,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,476,1,476,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
477,2019,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,477,1,477,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
478,2019,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,478,1,478,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
479,2019,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,479,1,479,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
480,2019,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,480,1,480,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
481,2019,4,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,481,1,481,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
482,2019,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,482,1,482,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
483,2019,4,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,483,1,483,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
484,2019,4,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,484,1,484,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
485,2019,4,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,485,1,485,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
486,2020,1,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,486,1,486,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
487,2020,1,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,487,1,487,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
488,2020,1,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,488,1,488,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
489,2020,1,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,489,1,489,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
490,2020,1,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,490,1,490,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
491,2020,1,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,491,1,491,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
492,2020,1,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,492,1,492,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
493,2020,1,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,493,1,493,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
494,2020,1,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,494,1,494,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
495,2020,1,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,495,1,495,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
496,2020,2,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,496,1,496,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
497,2020,1,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,497,1,497,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
498,2020,1,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,498,1,498,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
499,2020,1,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,499,1,499,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
500,2020,2,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,500,1,500,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
501,2020,2,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,501,1,501,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
502,2020,2,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,502,1,502,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
503,2020,2,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,503,1,503,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
504,2020,2,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,504,1,504,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
505,2020,2,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,505,1,505,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
506,2020,2,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,506,1,506,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
507,2020,2,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,507,1,507,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
508,2020,2,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,508,1,508,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
509,2020,3,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,509,1,509,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
510,2020,2,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,510,1,510,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
511,2020,2,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,511,1,511,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
512,2020,3,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,512,1,512,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
513,2020,2,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,513,1,513,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
514,2020,3,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,514,1,514,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
515,2020,3,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,515,1,515,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
516,2020,3,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,516,1,516,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
517,2020,3,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,517,1,517,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
518,2020,3,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,518,1,518,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
519,2020,3,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,519,1,519,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
520,2020,3,316000989,2624 CLIFTON AVE,CINCINNATI,OH,45221,61,611310,520,1,520,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
521,2020,3,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,521,1,521,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
522,2020,4,310411980,1 PROCTER & GAMBLE PLAZA,CINCINNATI,OH,45202,61,325611,522,1,522,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
523,2020,3,316000989,9555 PLAINFIELD RD,BLUE ASH,OH,45326,61,611310,523,1,523,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
524,2020,3,316000989,1981 JAMES E SAULS SR DR,BATAVIA,OH,45103,25,611310,524,1,524,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
525,2020,3,316000989,2180 GALBRAITH RD,CINCINNATI,OH,45215,61,611310,525,1,525,39,061,65732,01086225,3906165732,Reading,Reading city,25,C2,G4040, , , ,F,7483134.000000000000000,0.000000000000000,+39.2242280,-084.4333429
526,2020,4,310411980,5348 VINE ST,CINCINNATI,OH,45217,61,551114,526,1,526,39,061,69470,01086226,3906169470,St. Bernard,St. Bernard village,47,C2,G4040, , , ,F,4034431.000000000000000,31773.000000000000000,+39.1717286,-084.4940878
527,2020,4,310411980,700 WILMER AVE HANGER #51,CINCINNATI,OH,45226,61,551114,527,1,527,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
528,2020,4,310411980,8611 BECKETT RD,WEST CHESTER,OH,45069,17,551114,528,1,528,39,017,83150,01085822,3901783150,West Chester,West Chester township,44,T1,G4040, , , ,A,92186698.000000000000000,56283.000000000000000,+39.3381939,-084.4171035
529,2020,4,310411980,8700 MASON MONTGOMERY RD,MASON,OH,45040,165,551114,529,1,529,39,165,21238,01087112,3916521238,Deerfield,Deerfield township,44,T1,G4040, , , ,A,41473795.000000000000000,410693.000000000000000,+39.3263007,-084.3008327
530,2020,4,310411980,6250 CENTER HILL AVE,CINCINNATI,OH,45224,61,551114,530,1,530,39,061,15000,01086201,3906115000,Cincinnati,Cincinnati city,25,C5,G4040, , , ,F,201594254.000000000000000,4434805.000000000000000,+39.1401830,-084.5058289
531,2020,4,310411980,11510 REED HARTMAN HWY,BLUE ASH,OH,45241,61,551114,531,1,531,39,061,07300,01086199,3906107300,Blue Ash,Blue Ash city,25,C2,G4040, , , ,F,19642568.000000000000000,49519.000000000000000,+39.2460550,-084.3868450
532,2020,4,316000989,4200 CLERMONT COLLEGE DR,BATAVIA,OH,45103,25,611310,532,1,532,39,025,04157,01085861,3902504157,Batavia,Batavia township,44,T1,G4040, , , ,A,102912129.000000000000000,4794356.000000000000000,+39.0633234,-084.1682386
533,2020,4,310411980,11810 EAST MIAMI RIVER ROAD,CINCINNATI,OH,45252,61,551114,533,1,533,39,061,16616,01086202,3906116616,Colerain,Colerain township,44,T1,G4040, , , ,A,110714284.000000000000000,919890.000000000000000,+39.2547895,-084.6241360
